City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
43,Castro,-24.7911,-50.0119,83.59,52,60,3.13,BR,2021-01-12 18:19:05
44,Hokitika,-42.7167,170.9667,52.92,73,0,3.58,NZ,2021-01-12 18:19:05
45,Porto Novo,6.4965,2.6036,84.2,79,20,12.66,BJ,2021-01-12 18:19:05
46,Arona,28.0996,-16.681,66.0,63,40,14.97,ES,2021-01-12 18:19:05
47,Kirkuk,35.4681,44.3922,53.44,43,1,3.38,IQ,2021-01-12 18:19:06
48,Saint-Philippe,-21.3585,55.7679,78.8,89,90,3.44,RE,2021-01-12 18:19:06
49,Jamestown,42.097,-79.2353,28.0,80,90,10.36,US,2021-01-12 18:18:31
50,Bereda,43.2686,-7.5406,33.01,90,2,3.0,ES,2021-01-12 18:19:06
51,Meadow Lake,34.8014,-106.5436,39.99,43,20,6.91,US,2021-01-12 18:15:03
52,Ngara,-2.5122,30.6558,58.69,100,98,1.32,TZ,2021-01-12 18:19:07
53,Cape Town,-33.9258,18.4232,75.2,69,0,16.11,ZA,2021-01-12 18:16:34
54,Punta Arenas,-53.15,-70.9167,55.4,47,20,28.77,CL,2021-01-12 18:19:07
55,Wiwili,13.6268,-85.8254,71.6,78,75,18.41,NI,2021-01-12 18:19:07
56,Soyo,-6.1349,12.3689,79.41,77,0,10.54,AO,2021-01-12 18:19:08
57,Barrow,71.2906,-156.7887,-0.4,78,90,28.77,US,2021-01-12 18:15:01
58,Carnarvon,-24.8667,113.6333,75.2,78,3,20.71,AU,2021-01-12 18:19:08
59,Taoudenni,22.6783,-3.9836,69.12,22,93,11.9,ML,2021-01-12 18:19:08
60,Cabo San Lucas,22.8909,-109.9124,72.0,40,40,9.22,MX,2021-01-12 18:18:43
61,Coronado,32.6859,-117.1831,68.0,24,40,4.61,US,2021-01-12 18:19:09
62,Carupano,10.6678,-63.2585,81.68,59,78,14.61,VE,2021-01-12 18:19:09
63,Guerrero Negro,27.9769,-114.0611,64.94,28,0,6.02,MX,2021-01-12 18:19:09
64,Esperance,-33.8667,121.9,60.8,77,90,10.36,AU,2021-01-12 18:19:09
65,Hermanus,-34.4187,19.2345,71.01,83,91,8.01,ZA,2021-01-12 18:19:09
66,Portland,45.5234,-122.6762,55.99,93,100,4.0,US,2021-01-12 18:18:56
67,Luanda,-8.8368,13.2343,80.6,74,20,9.22,AO,2021-01-12 18:16:22
68,Kapaa,22.0752,-159.319,66.2,100,1,6.91,US,2021-01-12 18:15:14
69,Povenets,62.8487,34.8262,-6.41,92,83,13.04,RU,2021-01-12 18:19:10
70,Cabo Frio,-22.8794,-42.0186,87.8,65,20,19.57,BR,2021-01-12 18:19:11
71,Juneau,58.3019,-134.4197,39.2,70,90,14.97,US,2021-01-12 18:19:11
72,Tura,25.5198,90.2201,56.84,47,0,2.62,IN,2021-01-12 18:15:05
73,Hilo,19.7297,-155.09,69.8,78,90,4.61,US,2021-01-12 18:17:41
74,Ust-Kuyga,70.0167,135.6,-42.18,73,0,4.83,RU,2021-01-12 18:19:11
75,Ishigaki,24.3448,124.1572,59.18,61,5,16.49,JP,2021-01-12 18:19:12
76,Revelstoke,50.9832,-118.2023,35.6,93,90,11.5,CA,2021-01-12 18:19:12
77,La Ronge,55.1001,-105.2842,33.8,60,0,6.91,CA,2021-01-12 18:19:12
78,Ilulissat,69.2167,-51.1,21.2,86,75,3.44,GL,2021-01-12 18:19:12
